,"('GLD', 'open')","('GLD', 'high')","('GLD', 'low')","('GLD', 'close')","('GLD', 'volume')",Close
2018-12-04,117.37,117.39,116.931,117.07,6897089,3904.757469793894
2018-12-06,117.38,117.685,116.9186,117.12,8718927,3694.432837741249
2018-12-07,117.62,118.23,117.3627,118.08,9741059,3360.126139860142
2018-12-10,117.7,117.94,117.42,117.67,7787624,3468.063985401453
2018-12-11,117.67,117.89,117.35,117.55,5848703,3364.642978878373
2018-12-12,117.7,117.95,117.6117,117.79,3845672,3398.5317851851896
2018-12-13,117.54,117.6649,117.26,117.54,3995921,3360.8255709090936
2018-12-14,116.63,117.3,116.46,117.11,7082178,3232.93347574221
2018-12-17,117.37,118.03,117.1564,117.85,7077603,3338.174115942034
2018-12-18,117.85,118.2,117.81,118.13,6965013,3508.732186405045
2018-12-19,118.24,118.96,117.4,117.42,13617919,3748.5802930914233
2018-12-20,119.11,119.74,118.21,119.21,17255255,3923.647013258892
2018-12-21,119.19,119.25,118.57,118.74,12245580,3972.444502801114
2018-12-24,119.57,120.14,119.5497,119.99,8097950,4126.508755334276
2018-12-26,120.62,120.995,119.57,119.7,13971594,3778.980841799703
2018-12-27,120.57,120.895,120.14,120.52,11412415,3717.578827734094
2018-12-28,120.8,121.08,120.72,120.9705,6288724,3701.864110871131
2018-12-31,120.98,121.26,120.83,121.19,7825888,3756.784855129202
2019-01-02,121.35,121.75,120.88,121.3,10604650,3824.518114068432
2019-01-03,121.78,122.37,121.73,122.36,10272185,3829.362852664569
2019-01-04,121.32,121.6,120.69,121.48,11925787,3784.540473723167
2019-01-07,122.16,122.22,121.5731,121.82,6506560,4022.5247154471513
2019-01-08,121.15,121.71,121.06,121.51,6580501,4006.996387049304
2019-01-09,121.45,122.335,121.44,122.2451,9431535,4010.502662765178
2019-01-10,121.98,122.179,121.57,121.585,5862953,3792.0852799433055
2019-01-11,121.74,122.05,121.66,121.77,5720701,3636.772340730136
2019-01-14,122.15,122.24,121.87,122.08,6194035,3582.7655756207705
2019-01-15,122.28,122.38,121.62,121.855,6613050,3640.4180061349753
2019-01-16,122.04,122.44,122.02,122.22,6028580,3603.57346863468
2019-01-17,122.03,122.26,121.81,122.085,7695310,3603.1708124076818
2019-01-18,121.23,121.515,121.04,121.08,8865971,3615.1400535577623
2019-01-22,121.18,121.5,120.9,121.4,6855669,3552.0646728971906
2019-01-23,120.96,121.54,120.86,121.275,5002970,3568.968170542642
2019-01-24,121.16,121.36,120.92,121.055,5052556,3554.440264591436
2019-01-25,122.02,122.91,122.02,122.82,9681283,3556.520208816708
2019-01-28,122.75,123.27,122.7178,123.23,7210208,3437.0490320232875
2019-01-29,123.71,124.0,123.46,123.935,9087056,3397.945887640453
2019-01-30,123.91,125.07,123.7,124.6,9847144,3424.110702290076
2019-01-31,125.18,125.23,124.62,124.73,8730750,3424.3710448859447
2019-02-01,124.89,125.05,124.37,124.55,10452211,3416.629947761195
2019-02-04,123.99,124.29,123.82,124.01,5541035,3414.024439140812
2019-02-05,124.29,124.42,124.05,124.27,5849853,3419.373164956588
2019-02-06,124.16,124.1899,120.99,123.465,5630814,3371.2589051657715
2019-02-07,123.8,123.95,123.4367,123.775,5211971,3366.210661938537
2019-02-08,124.05,124.33,123.94,124.19,3981557,3455.8867182890817
2019-02-11,123.19,123.82,123.19,123.655,4051227,3595.222505559672
2019-02-12,123.96,124.03,123.61,123.885,4045136,3577.927973568282
2019-02-13,123.84,124.55,123.31,123.39,7125691,3582.0485247148235
2019-02-14,123.84,124.2,123.53,124.02,5492765,3568.8712414837278
2019-02-15,124.59,125.0,124.18,124.925,7967008,3570.4683599088894
2019-02-19,125.98,126.79,125.93,126.68,12731307,3900.8131949331423
2019-02-20,127.0,127.21,126.31,126.48,8138514,3911.0203876525447
2019-02-21,126.15,126.22,125.05,125.05,7674898,3906.5877461706855
2019-02-22,125.53,125.95,125.39,125.51,5049147,3925.780875748506
2019-02-25,125.78,125.9,125.23,125.38,4349144,3793.318516363641
2019-02-26,125.33,125.6171,125.05,125.57,4714612,3799.620190895742
2019-02-27,125.17,125.226,124.4,124.7,7313008,3795.054684287817
2019-02-28,124.71,124.71,123.98,123.99,6806371,3810.51224087592
2019-03-01,123.48,123.96,121.87,121.88,14842051,3813.6081495468234
2019-03-04,121.56,121.85,121.18,121.56,8873334,3723.550527488858
2019-03-05,121.38,121.73,121.03,121.72,6239584,3769.234814534443
2019-03-06,121.43,121.64,121.26,121.62,4540405,3839.464174980808
2019-03-07,121.27,121.71,121.18,121.5,5251780,3861.377774545456
2019-03-08,122.7,122.89,122.37,122.83,9752354,3872.0247301349273
2019-03-11,122.52,122.54,121.92,122.24,6033174,3862.935305810395
2019-03-12,122.54,123.03,122.4,122.98,5585010,3847.332863534677
2019-03-13,123.56,123.88,123.425,123.84,6555367,3852.977484025564
2019-03-14,122.33,122.545,122.12,122.42,6081972,3850.2366177606114
2019-03-15,123.27,123.4,122.9132,122.97,9515034,3878.52215536938
2019-03-18,123.3,123.3998,122.89,123.04,6050864,3969.003053097341
2019-03-19,123.64,123.67,123.34,123.39,5526077,3977.0320787746255
2019-03-20,123.66,124.42,122.65,124.17,10438479,3996.02295069904
2019-03-21,124.36,124.37,123.11,123.68,6878129,4005.2460706401703
2019-03-22,123.93,124.22,123.73,123.97,5270361,3981.797916355488
2019-03-25,124.56,125.11,124.4801,124.91,6771755,3949.1781067251545
2019-03-26,124.48,124.51,124.07,124.3,4728652,3908.2768026706353
2019-03-27,124.35,124.375,123.56,123.65,6200837,3994.120871428558
2019-03-28,122.28,122.355,121.705,121.9,10563009,4009.163718411551
2019-03-29,122.64,122.75,122.01,122.02,6158645,4058.038121827415
2019-04-01,122.4,122.43,121.46,121.53,5269207,4125.61276978417
2019-04-02,121.72,122.01,121.68,121.98,3604064,4649.502470341942
2019-04-03,121.73,122.01,121.675,121.8,4188826,5038.558554551768
2019-04-04,121.1,122.24,120.96,122.11,6970296,4971.633903966586
2019-04-05,121.88,122.13,121.6633,121.988,4655454,4980.822742616037
2019-04-08,122.97,123.0199,122.4,122.55,3699151,5241.428588399726
2019-04-09,123.26,123.35,123.03,123.16,4276925,5221.325315126046
2019-04-10,123.22,123.77,123.19,123.52,6335739,5270.957697740115
2019-04-11,122.54,122.75,121.79,121.96,8905821,5129.929832985389
2019-04-12,121.96,122.31,121.8,121.82,4516905,5047.625120226302
2019-04-15,121.2,121.82,121.095,121.6,4014677,5121.366408602157
2019-04-16,120.38,120.63,120.19,120.51,8795128,5099.128106169298
2019-04-17,120.46,120.51,120.195,120.31,4369362,5218.703792613632
2019-04-18,120.24,120.54,120.15,120.39,3663429,5263.958510638303
2019-04-22,120.46,120.5,120.27,120.37,2022767,5317.893825838686
2019-04-23,119.67,120.2,119.55,120.11,4508562,5533.129550877196
2019-04-24,120.06,120.72,120.04,120.455,3687410,5487.845385164065
2019-04-25,120.72,121.0962,120.5,120.59,4367063,5422.897686882936
2019-04-26,121.26,121.67,121.2199,121.36,5227341,5149.725794979083
2019-04-29,120.88,120.91,120.665,120.83,3144854,5154.434383954149
2019-04-30,120.89,121.36,120.85,121.2,4603936,5199.923757916961
2019-05-01,121.03,121.55,120.18,120.41,11653770,5303.609169649246
2019-05-02,119.69,120.11,119.54,119.95,5846455,5361.462391767229
2019-05-03,120.56,121.08,120.475,120.66,7598313,5618.357134831458
2019-05-06,120.61,121.12,120.54,120.83,3003929,5656.317295597482
2019-05-07,121.02,121.42,120.9067,121.23,3440203,5863.622200557104
2019-05-08,121.54,121.54,120.77,120.9,4002554,5844.081910426869
2019-05-09,120.96,121.62,120.86,121.2,4731523,6047.357390090717
2019-05-10,121.41,121.73,121.3,121.4,4207719,6290.680201809323
2019-05-13,122.63,122.85,122.325,122.67,8530120,7410.074296657393
2019-05-14,122.6,122.66,122.12,122.44,5273128,7993.158020833342
2019-05-15,122.71,122.765,122.2199,122.36,9938430,8054.80577777778
2019-05-16,122.03,122.0734,121.19,121.5,6008117,7993.675621959703
2019-05-17,121.03,121.06,120.33,120.65,6230843,7263.197819444444
2019-05-20,120.51,120.74,120.42,120.65,4008046,7906.786629603898
2019-05-21,120.08,120.35,119.83,120.35,3594073,7953.01379694019
2019-05-22,120.35,120.5,120.19,120.24,2945870,7890.870847810981
2019-05-23,120.82,121.52,120.77,121.17,5323977,7703.489547983316
2019-05-24,121.13,121.31,120.89,121.29,1901384,7983.823395833333
2019-05-28,120.8,120.84,120.46,120.81,3179359,8726.058610145932
2019-05-29,121.11,121.26,120.745,120.86,3459080,8646.49276388888
2019-05-30,120.96,121.69,120.8,121.68,6720004,8631.68847916668
2019-05-31,122.55,123.4,122.315,123.33,13365610,8350.288833333312
2019-06-03,124.09,125.34,123.9,125.11,12548769,8530.975041724618
2019-06-04,124.88,125.42,124.61,125.18,6530585,7850.039336626668
2019-06-05,126.18,126.37,125.24,125.45,6357852,7771.930013898531
2019-06-06,125.93,126.45,125.8,125.89,4986463,7751.1627916666675
2019-06-07,126.79,127.2,126.32,126.59,6360474,7938.971557719053
2019-06-10,125.46,125.525,125.065,125.33,4696705,7820.196540616234
2019-06-11,124.94,125.4,124.884,125.2,4286317,7897.125170731722
2019-06-12,125.6,126.2,125.56,125.82,4870287,8036.834575208917
2019-06-13,126.03,126.77,125.9599,126.6,4715015,8170.0202779708
2019-06-14,127.21,127.63,126.26,126.56,8172819,8353.847613082817
2019-06-17,126.7,126.77,126.17,126.48,3970783,9236.652892906808
2019-06-18,127.58,127.75,126.39,127.04,9043201,9153.284433634468
2019-06-19,126.78,127.99,126.7,127.89,10145435,9148.2499791522
2019-06-20,130.41,131.49,130.185,131.12,15485099,9353.511779013188
2019-06-21,131.77,132.17,131.07,132.0,13393823,9802.451152777776
2019-06-24,132.77,134.035,132.58,133.94,16178654,10844.86733333332
2019-06-25,134.9,135.55,133.21,134.2,20491309,11314.388562500011
2019-06-26,132.99,133.55,132.41,132.97,10608072,12643.553618055552
2019-06-27,132.38,132.97,132.26,132.84,7320753,11803.958812500005
2019-06-28,133.02,133.34,132.61,133.17,6064565,11678.216726893674
2019-07-01,131.56,131.755,130.55,130.6,11268351,10687.819687499998
2019-07-02,131.27,133.63,131.16,133.38,10923517,10305.094118055564
2019-07-03,133.61,134.1,133.23,133.64,5274622,11345.892000000002
2019-07-05,131.46,132.32,130.81,132.16,9467276,11141.025522284104
2019-07-08,132.18,132.341,131.28,131.29,6249212,11794.24707724427
2019-07-09,131.43,132.1,131.1575,131.78,5823643,12514.166858929795
2019-07-10,132.94,133.87,132.35,133.82,11828796,12649.90888194444
2019-07-11,133.58,133.7,132.41,132.7,6567192,11584.54125000001
2019-07-12,132.89,133.69,132.53,133.5,4727697,11585.726550764952
2019-07-15,133.18,133.53,132.805,133.51,3204589,10419.180666666702
2019-07-16,133.18,133.3,132.13,132.385,6943428,10355.96788742183
2019-07-17,133.0,134.6,132.89,134.59,9927405,9577.303708333347
2019-07-18,133.83,136.63,133.61,136.43,16476931,10053.263270833328
2019-07-19,135.45,136.03,133.97,134.47,14903484,10473.18592334494
2019-07-22,134.56,134.82,134.32,134.46,6866019,10451.229895324494
2019-07-23,134.43,134.95,133.56,133.69,8604470,10071.790445372311
2019-07-24,134.59,134.84,133.98,134.37,5915331,9703.59890668524
2019-07-25,134.24,134.28,133.09,133.38,9527942,10018.164896602666
2019-07-26,134.24,134.29,133.59,133.63,5544741,9775.289943542708
2019-07-29,134.06,134.729,133.44,134.52,8348175,9540.430303030318
2019-07-30,134.76,135.18,134.41,134.99,8601746,9541.301009110044
2019-07-31,135.03,135.42,133.02,133.2,16971649,9858.419105520625
2019-08-01,132.42,136.43,132.305,136.42,22394456,10085.80768318214
2019-08-02,135.39,136.6,135.37,135.89,9527484,10475.835839160827
2019-08-05,137.93,138.64,137.05,137.81,15708790,11676.24778318276
2019-08-06,138.33,139.03,138.005,138.92,8404339,11758.388526754698
2019-08-07,141.28,142.47,140.88,141.04,23700796,11712.383777777764
2019-08-08,140.9,142.37,140.71,141.76,11438996,11802.458498957623
2019-08-09,141.13,142.03,140.96,141.3,8300249,11820.708334494777
2019-08-12,141.67,143.38,141.64,142.61,11491762,11395.909725738418
2019-08-13,143.17,143.285,139.35,141.75,27525332,11138.48505563282
2019-08-14,142.9,143.75,142.05,142.76,22772028,10439.720375782874
2019-08-15,142.96,144.02,142.61,143.69,12098056,10012.595601111889
2019-08-16,142.75,143.13,141.8,142.81,9819012,10231.98398051496
2019-08-19,141.33,141.79,140.85,141.0962,8716293,10616.16021739131
2019-08-20,141.77,142.255,141.6,142.22,6594933,10752.091315974636
2019-08-21,141.62,142.17,141.46,141.76,7475772,10192.31501747029
2019-08-22,141.39,141.9,141.17,141.4,6092646,10043.889769553074
2019-08-23,141.84,144.33,141.64,144.16,18532025,10262.042563380288
2019-08-26,144.35,144.97,143.91,144.19,9512512,10343.60026001406
2019-08-27,144.3,145.68,144.27,145.51,10889244,10171.264978783574
2019-08-28,145.39,145.68,144.64,145.16,8876668,10040.604767277871
2019-08-29,145.4,145.49,143.28,144.13,13234060,9517.901635220123
2019-08-30,143.84,144.8822,143.02,143.74,8106571,9532.6127080395
2019-09-03,144.96,146.13,144.741,145.74,12585721,10520.045279720272
2019-09-04,145.54,146.82,145.5,146.65,9983605,10561.06775596072
2019-09-05,144.98,145.015,142.0,143.15,17606938,10562.01784090908
2019-09-06,143.64,144.06,141.86,141.92,11269117,10657.346271067405
2019-09-09,142.37,142.46,141.18,141.39,9899059,10298.575170940145
2019-09-10,141.23,141.525,140.16,140.16,10806416,10217.832800859598
2019-09-11,140.34,141.26,140.28,141.02,6576353,10060.677847025496
2019-09-12,142.68,143.1,141.11,141.33,10439743,10217.097519434596
2019-09-13,141.73,141.99,140.06,140.16,11609214,10312.967105075046
2019-09-16,141.6,142.05,141.02,141.3,6606490,10249.697091295113
2019-09-17,141.82,142.11,141.2237,141.63,6543786,10214.85652945352
2019-09-18,141.93,142.53,139.81,140.69,13755372,10192.852584745771
2019-09-19,141.57,141.74,141.0851,141.28,6906021,9987.976918239005
2019-09-20,141.61,143.03,141.46,142.98,8803167,10172.23831056794
2019-09-23,143.22,143.94,143.07,143.76,7787229,9874.427912860168
2019-09-24,143.21,144.77,142.88,144.51,9948338,9421.382142358674
2019-09-25,144.08,144.29,141.44,141.81,10414822,8448.021395833332
2019-09-26,142.19,142.57,141.56,141.8,6721040,8249.27058577407
2019-09-27,140.35,141.68,140.16,141.04,8693680,8037.153263598325
2019-09-30,139.77,140.21,138.03,138.88,13798916,8070.564661076181
2019-10-01,138.07,140.19,137.8,139.62,10473007,8359.95440501042
2019-10-02,140.79,141.88,140.462,141.27,10190256,8255.42358831711
2019-10-03,141.36,143.25,141.29,141.91,10286203,8243.277540294306
2019-10-04,141.48,142.31,141.14,141.93,8152981,8145.511695621972
2019-10-07,141.16,141.7709,140.24,140.72,5399210,8039.444611111098
2019-10-08,142.03,142.29,141.17,141.93,9180690,8208.53052998604
2019-10-09,142.16,142.58,141.62,142.07,6140034,8337.950493398197
2019-10-10,141.59,141.66,140.578,140.82,8357269,8559.466785216155
2019-10-11,139.97,140.19,138.91,140.04,10282431,8397.59130555558
2019-10-14,140.45,140.82,140.3648,140.59,3306628,8306.796164002777
2019-10-15,140.27,140.3,139.21,139.6,8134633,8262.564996515672
2019-10-16,140.14,140.53,139.6988,140.4,8971202,8063.322694986056
2019-10-17,140.5,141.12,140.42,140.61,5232928,8031.7073221757455
2019-10-18,140.5,140.71,140.32,140.47,5873159,7962.06305555555
2019-10-21,140.72,140.76,139.6,139.8,7292770,8221.286648122374
2019-10-22,140.13,140.3,139.72,140.19,3563928,8198.71101045296
2019-10-23,140.59,141.0,140.5,140.56,3511663,7735.739508315262
2019-10-24,141.02,141.74,140.93,141.55,5869224,7448.861044568229
2019-10-25,142.79,142.83,141.4,141.87,5509253,7879.444871438504
2019-10-28,141.25,141.25,140.4004,140.67,4869995,9474.998527777754
2019-10-29,140.0,140.63,139.78,140.24,3426488,9382.782124999994
2019-10-30,140.54,141.04,139.55,141.01,6240687,9192.5762960389
2019-10-31,142.595,142.605,142.11,142.42,4189213,9172.011725817669
2019-11-01,142.21,142.9,142.01,142.58,5976220,9154.428203508753
2019-11-04,142.26,142.45,141.7446,142.15,4110929,9256.295154277695
2019-11-05,140.65,140.89,139.38,139.9,9241343,9343.039402362752
2019-11-06,140.12,140.79,140.0,140.47,5099406,9335.865901408442
2019-11-07,140.11,140.2,137.6,138.28,13485893,9238.15624472571
2019-11-08,137.73,138.33,137.39,137.39,8805077,8979.536128113847
2019-11-11,137.61,137.79,136.435,137.04,6315226,8792.664426345596
2019-11-12,137.03,137.59,136.19,137.44,5657385,8733.579235624122
2019-11-13,137.8,138.22,137.64,137.98,7786236,8747.358740377884
2019-11-14,138.39,138.94,137.8685,138.57,4729014,8655.076931659692
2019-11-15,138.03,138.4208,137.971,138.2,6590454,8539.195414634143
2019-11-18,138.44,138.85,138.3,138.64,3756438,8378.137779329603
2019-11-19,138.13,138.9716,138.13,138.71,3717955,8114.951417651149
2019-11-20,138.53,139.0,138.1,138.75,4546702,8097.609478442276
2019-11-21,138.39,138.56,137.77,138.0,3654649,7847.538466898965
2019-11-22,138.37,138.46,137.66,137.75,3198201,7342.114343293968
2019-11-25,137.32,137.62,136.99,137.06,5341591,6962.00264583333
2019-11-26,136.98,137.8,136.58,137.75,4290471,7140.498450312723
2019-11-27,137.03,137.21,136.83,137.02,3509613,7251.810083449238
2019-11-29,137.1,138.1341,137.08,137.88,3210957,7611.754926829281
2019-12-02,137.32,138.09,137.3,137.79,7484641,7309.524982480728
2019-12-03,139.04,139.57,138.97,139.14,7201526,7318.43108240224
2019-12-04,139.16,139.165,138.59,138.93,4582791,7276.115539318014
2019-12-05,138.8,139.45,138.79,139.01,4805117,7327.980285118216
2019-12-06,137.76,137.8262,137.4,137.59,5964919,7404.394382414525
2019-12-09,137.8,137.81,137.45,137.59,2442994,7460.619754385968
2019-12-10,138.25,138.33,137.74,137.96,2862497,7300.159686847589
2019-12-11,138.2,139.3,138.1201,138.93,5417228,7210.243534785655
2019-12-12,139.78,139.85,137.88,138.44,7860003,7171.960988086896
2019-12-13,138.52,139.21,137.98,139.08,5210465,7226.567960618856
2019-12-16,139.2,139.39,138.8,139.05,4188010,7032.384144460034
2019-12-17,139.02,139.3,138.851,139.01,3959964,6789.913400837997
2019-12-18,138.86,139.25,138.81,139.0,3256070,6770.714243055562
2019-12-19,139.04,139.55,138.87,139.33,4236363,7147.46544822793
2019-12-20,139.37,139.4451,138.98,139.16,3954112,7150.495325858433
2019-12-23,139.53,139.96,139.53,139.94,4404032,7503.4340516039
2019-12-24,140.44,141.33,140.43,141.25,4790499,7296.075943859643
2019-12-26,142.06,142.47,141.9062,142.4,7531371,7220.866718639273
2019-12-27,142.26,142.73,142.17,142.32,4248977,7191.506624383366
2019-12-30,142.56,142.8,142.46,142.66,4244298,7297.854109014699
2019-12-31,143.31,143.605,142.8,142.93,4816090,7198.663852112673
2020-01-02,143.86,144.21,143.4,143.94,6985296,7072.191812456262
2020-01-03,145.75,146.32,145.4,145.89,11001537,7217.845443126311
2020-01-06,148.44,148.48,146.95,147.42,13283004,7533.585927221822
2020-01-07,147.57,148.14,147.43,148.01,7092385,7929.412230715767
2020-01-08,148.49,148.61,146.14,146.87,19629024,8235.208525730177
2020-01-09,146.07,146.41,145.44,146.01,9055922,7898.202884078205
2020-01-10,146.22,146.99,146.17,146.92,5368957,7887.707341684052
2020-01-13,146.35,146.38,145.78,145.8,5870244,8102.222749476622
2020-01-14,145.42,145.81,145.082,145.68,5943597,8574.334854166676
2020-01-15,146.21,146.73,145.82,146.53,5309372,8743.136027777775
2020-01-16,146.27,146.4658,145.755,146.3,5135496,8673.162995135495
2020-01-17,146.51,146.99,146.31,146.6,9857401,8852.235104166672
2020-01-21,145.77,146.86,145.551,146.73,10735296,8645.604819193319
2020-01-22,146.68,146.81,146.38,146.77,7359840,8665.453755215573
2020-01-23,147.0,147.62,146.62,147.11,14098738,8435.653351916366
2020-01-24,146.9,148.38,146.89,147.97,18193358,8383.171906750174
2020-01-27,149.24,149.32,148.4575,148.99,7596186,8722.594557491293
2020-01-28,148.36,148.56,147.53,147.69,5878344,9041.050729673389
2020-01-29,147.7,148.56,147.61,148.47,4101232,9330.04275000001
2020-01-30,148.69,149.31,148.01,148.45,7662412,9369.692439193876
2020-01-31,148.88,149.68,148.81,149.37,11922057,9341.253909722216
2020-02-03,148.66,148.78,147.6802,148.37,7979634,9329.26867963865
2020-02-04,146.97,147.03,145.8,146.41,8934024,9202.141208333333
2020-02-05,146.38,146.81,146.16,146.57,5169172,9401.300271398764
2020-02-06,147.28,147.63,147.0,147.41,3985062,9687.489340277789
2020-02-07,147.83,148.18,147.335,147.77,5428296,9775.785979166689
2020-02-10,148.21,148.4464,147.91,148.15,4186331,9920.90227777778
2020-02-11,148.03,148.16,147.01,147.67,4581944,9956.520090340542
2020-02-12,147.42,147.81,147.1567,147.53,4133308,10342.78187499999
2020-02-13,148.24,148.58,147.9501,148.37,5046834,10284.806888888874
2020-02-14,148.74,149.13,148.63,148.98,4712277,10260.13227083332
2020-02-18,149.88,151.09,149.47,150.88,10204151,9845.014822793615
2020-02-19,151.0,151.82,150.815,151.82,7790138,10098.332105628897
2020-02-20,152.0,152.83,151.95,152.43,7699117,9581.628520833328
2020-02-21,154.43,155.2219,154.18,154.67,15327704,9688.954266851975
2020-02-24,158.5,158.53,155.36,156.15,23734795,9734.386838082011
2020-02-25,155.12,156.08,152.91,153.33,23022058,9489.186157053522
2020-02-26,153.82,155.28,152.9,153.95,14820187,9032.84789583332
2020-02-27,155.58,156.27,153.9,154.04,24211897,8795.39149305555
2020-02-28,152.71,152.77,147.05,148.515,37798725,8697.951965277776
2020-03-02,150.0,150.73,149.04,149.19,14182986,8746.59254166666
2020-03-03,150.84,155.24,150.735,153.93,26072820,8790.05220291869
2020-03-04,154.4,154.96,153.7,154.18,10611044,8760.307199444065
2020-03-05,156.06,157.62,155.72,157.48,16148310,9019.141243919392
2020-03-06,158.33,159.25,154.54,157.55,24213596,9097.39799861014
2020-03-09,158.29,159.37,156.33,157.89,21043909,7881.430569444436
2020-03-10,156.18,156.41,154.39,154.46,16414585,7947.440965948572
2020-03-11,156.25,156.5,153.62,153.93,15252107,7849.286750173964
2020-03-12,151.53,151.55,146.85,147.85,29366070,6666.839097222216
2020-03-13,149.42,149.6,141.58,143.34,31717751,5295.343312500004
2020-03-16,137.56,142.96,136.12,141.96,20842369,4985.268060224091
2020-03-17,140.18,146.2,139.93,143.85,22230975,5313.512569832397
2020-03-18,141.75,142.88,138.5,140.69,17484716,5285.533815881939
2020-03-19,139.08,140.5,137.8503,138.07,19060334,5765.065430183361
2020-03-20,140.71,141.17,139.14,140.09,18703822,6361.588539482874
2020-03-23,142.675,146.93,142.28,146.3,26688832,6105.651800418696
2020-03-24,153.35,155.66,152.05,153.36,19389697,6652.867949790785
2020-03-25,152.58,152.878,151.01,151.3,15343932,6661.981901114193
2020-03-26,153.3,154.81,152.08,153.37,11219031,6671.632801120445
2020-03-27,153.0,153.55,152.0,152.28,8746021,6691.688261173169
2020-03-30,152.41,153.08,151.57,152.9,10521891,6273.833572923934
2020-03-31,151.36,151.8,147.97,148.05,11753175,6451.2255610444645
2020-04-01,148.2,150.08,147.85,149.51,11344594,6308.240070323484
2020-04-02,151.2,152.5,150.7,151.86,8449237,6724.2111929824605
2020-04-03,152.23,153.09,151.66,152.74,7694719,6814.590845771148
2020-04-06,154.16,157.22,153.96,156.89,13396343,7091.76361403509
2020-04-07,155.33,156.14,154.38,156.05,8459669,7317.996461107212
2020-04-08,155.91,155.94,154.59,154.65,7134900,7302.414809859152
2020-04-09,158.08,159.07,157.21,158.59,16965759,7304.862432239646
2020-04-13,159.17,162.38,158.625,161.42,18780147,6751.776274647892
2020-04-14,162.73,164.42,161.78,162.66,15843321,6884.55678242381
2020-04-15,161.8,162.54,160.8061,162.08,11300568,6798.842293777127
2020-04-16,161.88,163.15,160.65,161.71,8811830,6914.345923566886
2020-04-17,159.72,160.07,158.12,158.555,13829502,7072.234602150543
2020-04-20,158.62,160.22,158.46,159.68,8958027,7050.542267235258
2020-04-21,157.6,159.21,157.04,158.62,11754116,6867.164540889542
2020-04-22,160.5,161.71,160.42,161.665,11942891,7006.080787518571
2020-04-23,162.39,163.6,161.84,163.11,12735714,7303.831104565534
2020-04-24,163.13,163.31,160.89,162.69,10414839,7521.587153179194
2020-04-27,161.88,162.0,160.41,161.61,8610479,7715.57923988842
2020-04-28,160.89,160.98,159.16,160.8,9773643,7730.907920168073
2020-04-29,160.1,161.85,159.76,161.725,11458200,8245.85659707725
2020-04-30,160.22,160.82,158.13,158.66,12509813,8894.666194444444
2020-05-01,158.0,160.45,157.8,159.73,10553977,8784.424566433556
2020-05-04,160.33,160.95,159.91,160.34,7665709,8772.431708333328
2020-05-05,160.16,161.1,159.33,160.97,10207612,8930.785366364262
2020-05-06,158.99,159.81,158.1,159.0,12091560,9163.711513665032
2020-05-07,159.5,161.96,159.36,161.44,13113038,9492.229860041973
2020-05-08,161.08,162.0,160.0,160.46,11086002,9925.151001390825
2020-05-11,160.34,160.71,158.89,159.47,10063978,8706.98018093251
2020-05-12,160.3,160.95,159.72,160.115,9619743,8774.025598052847
2020-05-13,160.94,161.62,160.54,161.53,10200468,9045.67518466898
2020-05-14,161.53,163.34,161.51,163.01,16475916,9577.056877607803
2020-05-15,164.02,164.8,163.08,163.91,13398020,9524.00060500696
2020-05-18,164.33,164.495,162.4102,162.7,13227036,9721.706638830894
2020-05-19,163.6,164.43,163.04,164.28,8176489,9670.068345021034
2020-05-20,164.54,164.9599,163.89,164.62,10033895,9670.769164897396
2020-05-21,163.46,163.58,161.37,162.24,11241773,9279.54816596932
2020-05-22,162.88,163.47,162.74,163.22,8074586,9124.488633144469
2020-05-26,162.58,162.58,160.69,160.86,13348070,8859.118005617967
2020-05-27,159.42,161.34,159.2,161.18,12182243,9029.616404255316
2020-05-28,162.12,162.4598,160.9,161.72,9079259,9320.896996491238
2020-05-29,162.58,163.4,162.32,162.88,9707900,9453.941935256868
2020-06-01,162.9235,163.74,162.39,163.68,7706138,9584.502119298237
2020-06-02,163.89,164.08,161.86,162.58,9998617,9880.33050174216
2020-06-03,160.34,160.89,158.82,159.57,16429837,9551.585229034545
2020-06-04,161.14,161.87,159.84,161.2916,9547066,9700.1928073916
2020-06-05,158.72,158.72,157.035,158.01,15471836,9742.012951167724
2020-06-08,158.9,159.8599,158.47,159.7,8429397,9725.02844332855
2020-06-09,161.1,161.775,160.87,161.21,8408067,9712.420035335675
2020-06-10,162.1,163.63,160.52,163.56,12227143,9788.10898414984
2020-06-11,163.35,164.06,161.9701,162.41,10967867,9640.021901060063
2020-06-12,163.41,163.88,163.11,163.47,2139264,9411.328173483796
2020-06-15,160.52,162.56,160.16,162.3211,7974381,9244.40258560447
2020-06-16,161.85,162.685,161.36,162.34,6579959,9493.354269503552
2020-06-17,162.0,162.62,161.77,162.58,4382992,9442.563002812938
2020-06-18,162.1965,162.32,161.44,162.17,4839794,9406.275592151358
2020-06-19,162.87,164.09,162.78,164.015,11159456,9326.540507042251
2020-06-22,165.06,165.73,164.41,165.08,11094965,9482.237236467232
2020-06-23,165.63,166.52,165.52,166.45,10912307,9638.329163688337
2020-06-24,166.01,166.99,165.45,165.94,10155217,9437.052444918269
2020-06-25,165.89,165.91,165.16,165.8,6468016,9231.626511954972
2020-06-26,164.87,166.56,164.22,166.54,9171474,9180.755272084809
2020-06-29,166.56,166.8,166.18,166.62,6311734,9115.890969568312
2020-06-30,166.31,167.9906,166.185,167.36,11847019,9150.707819225265
